snapshot_date,country_code,product_name,model_number,currency,price_local,sale_price_local,gender_segment,size_label,category,subcategory,product_id,sku,base_model_number,brand_name,color_name,size_count,size_labels,available_size_count,availability,availability_units,availability_status,in_stock,discount_pct,rating,rating_count,badge_texts,product_url,canonical_url,image_url,best_for_ids,seen_market_count,seen_markets,market_record_source,size_record_source
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,104CM,,男童 ORIGINALS,KR3715,4068819292449,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,62CM,,男童 ORIGINALS,KR3715,4068819292463,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,68CM,,男童 ORIGINALS,KR3715,4068819292487,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,74CM,,男童 ORIGINALS,KR3715,4068819292548,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,80CM,,男童 ORIGINALS,KR3715,4068819292555,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,86CM,,男童 ORIGINALS,KR3715,4068819295716,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,92CM,,男童 ORIGINALS,KR3715,4068819292432,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3 STRIPE TEE 纯棉运动短袖T恤,DD608,CNY,169,169.0,男童,98CM,,男童 ORIGINALS,KR3715,4068819292531,,adidas,白/黑色,8,104CM | 62CM | 68CM | 74CM | 80CM | 86CM | 92CM | 98CM,8,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KR3715,https://www.adidas.com.cn/pdp?articleId=KR3715,https://static1.adidas.com.cn/t395/MTc3MDg5NTI2MjMzNWY1YTgxNmE2LWRlNjEtNDMzYi1hNGUx.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3S JAQUARD LS 休闲文化提花亲肤宽松长袖球衣,NEC87,CNY,499,499.0,女子,2XS,,女子 ORIGINALS,KG3711,4068821533974,,adidas,汉玉白/黑色,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KG3711,https://www.adidas.com.cn/pdp?articleId=KG3711,https://static1.adidas.com.cn/t395/MTc2ODg4Nzg3MjU0NzJjNzUzMmVlLWI3ZjItNDZiMS1hZDll.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,3S JAQUARD LS 休闲文化提花亲肤宽松长袖球衣,NEC87,CNY,499,499.0,女子,L,,女子 ORIGINALS,KG3711,4068821534483,,adidas,汉玉白/黑色,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KG3711,https://www.adidas.com.cn/pdp?articleId=KG3711,https://static1.adidas.com.cn/t395/MTc2ODg4Nzg3MjU0NzJjNzUzMmVlLWI3ZjItNDZiMS1hZDll.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,3S JAQUARD LS 休闲文化提花亲肤宽松长袖球衣,NEC87,CNY,499,499.0,女子,M,,女子 ORIGINALS,KG3711,4068821533936,,adidas,汉玉白/黑色,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KG3711,https://www.adidas.com.cn/pdp?articleId=KG3711,https://static1.adidas.com.cn/t395/MTc2ODg4Nzg3MjU0NzJjNzUzMmVlLWI3ZjItNDZiMS1hZDll.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,3S JAQUARD LS 休闲文化提花亲肤宽松长袖球衣,NEC87,CNY,499,499.0,女子,S,,女子 ORIGINALS,KG3711,4068821533905,,adidas,汉玉白/黑色,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KG3711,https://www.adidas.com.cn/pdp?articleId=KG3711,https://static1.adidas.com.cn/t395/MTc2ODg4Nzg3MjU0NzJjNzUzMmVlLWI3ZjItNDZiMS1hZDll.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,3S JAQUARD LS 休闲文化提花亲肤宽松长袖球衣,NEC87,CNY,499,499.0,女子,XL,,女子 ORIGINALS,KG3711,4068821534544,,adidas,汉玉白/黑色,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KG3711,https://www.adidas.com.cn/pdp?articleId=KG3711,https://static1.adidas.com.cn/t395/MTc2ODg4Nzg3MjU0NzJjNzUzMmVlLWI3ZjItNDZiMS1hZDll.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,3S JAQUARD LS 休闲文化提花亲肤宽松长袖球衣,NEC87,CNY,499,499.0,女子,XS,,女子 ORIGINALS,KG3711,4068821534476,,adidas,汉玉白/黑色,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KG3711,https://www.adidas.com.cn/pdp?articleId=KG3711,https://static1.adidas.com.cn/t395/MTc2ODg4Nzg3MjU0NzJjNzUzMmVlLWI3ZjItNDZiMS1hZDll.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,3S TEE SLIM 休闲运动修身短袖T恤,L6158,CNY,329,329.0,女子,2XS,,女子 ORIGINALS,KD3684,4068818756584,,adidas,晶蓝/酱紫,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KD3684,https://www.adidas.com.cn/pdp?articleId=KD3684,https://static1.adidas.com.cn/t395/MTc2NjYzMjE1NDE3NTIwMmI1NTJmLTg5ODMtNGQzZi1iM2U1.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3S TEE SLIM 休闲运动修身短袖T恤,L6158,CNY,329,329.0,女子,L,,女子 ORIGINALS,KD3684,4068818756515,,adidas,晶蓝/酱紫,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KD3684,https://www.adidas.com.cn/pdp?articleId=KD3684,https://static1.adidas.com.cn/t395/MTc2NjYzMjE1NDE3NTIwMmI1NTJmLTg5ODMtNGQzZi1iM2U1.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3S TEE SLIM 休闲运动修身短袖T恤,L6158,CNY,329,329.0,女子,M,,女子 ORIGINALS,KD3684,4068818756577,,adidas,晶蓝/酱紫,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KD3684,https://www.adidas.com.cn/pdp?articleId=KD3684,https://static1.adidas.com.cn/t395/MTc2NjYzMjE1NDE3NTIwMmI1NTJmLTg5ODMtNGQzZi1iM2U1.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3S TEE SLIM 休闲运动修身短袖T恤,L6158,CNY,329,329.0,女子,S,,女子 ORIGINALS,KD3684,4068818756461,,adidas,晶蓝/酱紫,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KD3684,https://www.adidas.com.cn/pdp?articleId=KD3684,https://static1.adidas.com.cn/t395/MTc2NjYzMjE1NDE3NTIwMmI1NTJmLTg5ODMtNGQzZi1iM2U1.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3S TEE SLIM 休闲运动修身短袖T恤,L6158,CNY,329,329.0,女子,XL,,女子 ORIGINALS,KD3684,4068818756492,,adidas,晶蓝/酱紫,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KD3684,https://www.adidas.com.cn/pdp?articleId=KD3684,https://static1.adidas.com.cn/t395/MTc2NjYzMjE1NDE3NTIwMmI1NTJmLTg5ODMtNGQzZi1iM2U1.jpg,[],1,CN,api,api_exact
2026-03-09,CN,3S TEE SLIM 休闲运动修身短袖T恤,L6158,CNY,329,329.0,女子,XS,,女子 ORIGINALS,KD3684,4068818756560,,adidas,晶蓝/酱紫,6,2XS | XS | S | M | L | XL,6,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=KD3684,https://www.adidas.com.cn/pdp?articleId=KD3684,https://static1.adidas.com.cn/t395/MTc2NjYzMjE1NDE3NTIwMmI1NTJmLTg5ODMtNGQzZi1iM2U1.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM ADILETTE C 魔术贴休闲凉鞋,MCR52,CNY,399,399.0,男童,28,,男童 ORIGINALS,IH8904,4068806345974,,adidas,皇家蓝/白色,6,28 | 29 | 30.5 | 31.5 | 33 | 34,6,ON,true,AVAILABLE,true,0.0,,,即将发售 | 新品,https://www.adidas.com.cn/pdp?articleId=IH8904,https://www.adidas.com.cn/pdp?articleId=IH8904,https://static1.adidas.com.cn/t395/MTc3MjA3MzUzNTU2M2MxNTk0NjgyLTNhOWYtNGRhMi04N2Nj.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM ADILETTE C 魔术贴休闲凉鞋,MCR52,CNY,399,399.0,男童,29,,男童 ORIGINALS,IH8904,4068806346018,,adidas,皇家蓝/白色,6,28 | 29 | 30.5 | 31.5 | 33 | 34,6,ON,true,AVAILABLE,true,0.0,,,即将发售 | 新品,https://www.adidas.com.cn/pdp?articleId=IH8904,https://www.adidas.com.cn/pdp?articleId=IH8904,https://static1.adidas.com.cn/t395/MTc3MjA3MzUzNTU2M2MxNTk0NjgyLTNhOWYtNGRhMi04N2Nj.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM ADILETTE C 魔术贴休闲凉鞋,MCR52,CNY,399,399.0,男童,30.5,,男童 ORIGINALS,IH8904,4068806346001,,adidas,皇家蓝/白色,6,28 | 29 | 30.5 | 31.5 | 33 | 34,6,ON,true,AVAILABLE,true,0.0,,,即将发售 | 新品,https://www.adidas.com.cn/pdp?articleId=IH8904,https://www.adidas.com.cn/pdp?articleId=IH8904,https://static1.adidas.com.cn/t395/MTc3MjA3MzUzNTU2M2MxNTk0NjgyLTNhOWYtNGRhMi04N2Nj.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM ADILETTE C 魔术贴休闲凉鞋,MCR52,CNY,399,399.0,男童,31.5,,男童 ORIGINALS,IH8904,4068806345998,,adidas,皇家蓝/白色,6,28 | 29 | 30.5 | 31.5 | 33 | 34,6,ON,true,AVAILABLE,true,0.0,,,即将发售 | 新品,https://www.adidas.com.cn/pdp?articleId=IH8904,https://www.adidas.com.cn/pdp?articleId=IH8904,https://static1.adidas.com.cn/t395/MTc3MjA3MzUzNTU2M2MxNTk0NjgyLTNhOWYtNGRhMi04N2Nj.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM ADILETTE C 魔术贴休闲凉鞋,MCR52,CNY,399,399.0,男童,33,,男童 ORIGINALS,IH8904,4068806345981,,adidas,皇家蓝/白色,6,28 | 29 | 30.5 | 31.5 | 33 | 34,6,ON,true,AVAILABLE,true,0.0,,,即将发售 | 新品,https://www.adidas.com.cn/pdp?articleId=IH8904,https://www.adidas.com.cn/pdp?articleId=IH8904,https://static1.adidas.com.cn/t395/MTc3MjA3MzUzNTU2M2MxNTk0NjgyLTNhOWYtNGRhMi04N2Nj.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM ADILETTE C 魔术贴休闲凉鞋,MCR52,CNY,399,399.0,男童,34,,男童 ORIGINALS,IH8904,4068806346025,,adidas,皇家蓝/白色,6,28 | 29 | 30.5 | 31.5 | 33 | 34,6,ON,true,AVAILABLE,true,0.0,,,即将发售 | 新品,https://www.adidas.com.cn/pdp?articleId=IH8904,https://www.adidas.com.cn/pdp?articleId=IH8904,https://static1.adidas.com.cn/t395/MTc3MjA3MzUzNTU2M2MxNTk0NjgyLTNhOWYtNGRhMi04N2Nj.jpg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,19,,男童 ORIGINALS,IH7041,4068806501196,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,20,,男童 ORIGINALS,IH7041,4068806504883,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,21,,男童 ORIGINALS,IH7041,4068806504838,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,22,,男童 ORIGINALS,IH7041,4068806504845,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,23,,男童 ORIGINALS,IH7041,4068806504821,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,23.5,,男童 ORIGINALS,IH7041,4068806504814,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,24,,男童 ORIGINALS,IH7041,4068806501202,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,25,,男童 ORIGINALS,IH7041,4068806501172,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,25.5,,男童 ORIGINALS,IH7041,4068806504869,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,26,,男童 ORIGINALS,IH7041,4068806504876,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,26.5,,男童 ORIGINALS,IH7041,4068806501189,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SAMBA 360 I DISNEY 迪士尼联名款 「T头鞋」经典运动鞋小白鞋,OMM31,CNY,449,449.0,男童,27,,男童 ORIGINALS,IH7041,4068806504852,,adidas,白色/蓝色/灰色,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH7041,https://www.adidas.com.cn/pdp?articleId=IH7041,https://static1.adidas.com.cn/t395/MTc2ODg4NzkzNjMwNTVjM2VhOGFkLTE3NzQtNDI1NS1hZTNl.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,19,,男童 ORIGINALS,IH1752,4068806926104,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,20,,男童 ORIGINALS,IH1752,4068806926067,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,21,,男童 ORIGINALS,IH1752,4068806926050,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,22,,男童 ORIGINALS,IH1752,4068806922397,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,23,,男童 ORIGINALS,IH1752,4068806926081,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,23.5,,男童 ORIGINALS,IH1752,4068806926074,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
2026-03-09,CN,ADIFOM SUPERSTAR 360 I DISNEY 迪士尼联名款贝壳头运动学步鞋,OOX32,CNY,449,449.0,男童,24,,男童 ORIGINALS,IH1752,4068806926029,,adidas,黑/白/森林绿/浅猩红,12,19 | 20 | 21 | 22 | 23 | 23.5 | 24 | 25 | 25.5 | 26 | 26.5 | 27,12,ON,true,AVAILABLE,true,0.0,,,新品,https://www.adidas.com.cn/pdp?articleId=IH1752,https://www.adidas.com.cn/pdp?articleId=IH1752,https://static1.adidas.com.cn/t395/MTc2ODg4NzkyNzE2Mjc5NWIzYTRkLWQ0NzktNDlhOS04NzAw.jpeg,[],1,CN,api,api_exact
